# 00. TABLAS DEL ESQUEMA SYSTEM
|TABLE_NAME                         |TABLESPACE_NAME|STATUS|NUM_ROWS|LAST_ANALYZED          |
|AQ$_INTERNET_AGENTS                |2        |PROTOCOL                              |NUMBER         |22         |              |0         |N       |[BLOB[]]                             |
|AQ$_INTERNET_AGENTS                |3        |SPARE1                                |VARCHAR2       |128        |              |          |Y       |[BLOB[]]                             |
|AQ$_KEY_SHARD_MAP                  |1        |QUEUE                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_KEY_SHARD_MAP                  |2        |KEY                                   |VARCHAR2       |128        |              |          |N       |[BLOB[]]                             |
|AQ$_KEY_SHARD_MAP                  |3        |SHARD                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_KEY_SHARD_MAP                  |4        |DELAY_SHARD                           |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUES                         |1        |OID                                   |RAW            |16         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUES                         |2        |EVENTID                               |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUES                         |3        |NAME                                  |VARCHAR2       |128        |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUES                         |4        |TABLE_OBJNO                           |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUES                         |5        |USAGE                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUES                         |6        |ENABLE_FLAG                           |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUES                         |7        |MAX_RETRIES                           |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |8        |RETRY_DELAY                           |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |9        |PROPERTIES                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |10       |RET_TIME                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |11       |QUEUE_COMMENT                         |VARCHAR2       |2.000      |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |12       |SUBSCRIBERS                           |AQ$_SUBSCRIBERS|3.752      |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |13       |MEMORY_THRESHOLD                      |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |14       |SERVICE_NAME                          |VARCHAR2       |64         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |15       |NETWORK_NAME                          |VARCHAR2       |256        |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |16       |SUB_OID                               |RAW            |16         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |17       |SHARDED                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |18       |BASE_QUEUE                            |NUMBER         |22         |              |          |Y       |"0"                                  |
|AQ$_QUEUE_TABLES                   |1        |SCHEMA                                |VARCHAR2       |128        |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUE_TABLES                   |2        |NAME                                  |VARCHAR2       |128        |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUE_TABLES                   |3        |UDATA_TYPE                            |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUE_TABLES                   |4        |OBJNO                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUE_TABLES                   |5        |FLAGS                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUE_TABLES                   |6        |SORT_COLS                             |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUE_TABLES                   |7        |TIMEZONE                              |VARCHAR2       |64         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUE_TABLES                   |8        |TABLE_COMMENT                         |VARCHAR2       |2.000      |              |          |Y       |[BLOB[]]                             |
|AQ$_SCHEDULES                      |1        |OID                                   |RAW            |16         |              |          |N       |[BLOB[]]                             |
|AQ$_SCHEDULES                      |2        |DESTINATION                           |VARCHAR2       |390        |              |          |N       |[BLOB[]]                             |
|AQ$_SCHEDULES                      |3        |START_TIME                            |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|AQ$_SCHEDULES                      |4        |DURATION                              |VARCHAR2       |8          |              |          |Y       |[BLOB[]]                             |
|AQ$_SCHEDULES                      |5        |NEXT_TIME                             |VARCHAR2       |128        |              |          |Y       |[BLOB[]]                             |
|AQ$_SCHEDULES                      |6        |LATENCY                               |VARCHAR2       |8          |              |          |Y       |[BLOB[]]                             |
|AQ$_SCHEDULES                      |7        |LAST_TIME                             |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|AQ$_SCHEDULES                      |8        |JOBNO                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|CATALOGO                           |1        |ID_CATALOGO                           |NUMBER         |22         |10            |0         |N       |[BLOB[]]                             |
|CATALOGO                           |2        |DESCRIPCION                           |VARCHAR2       |200        |              |          |N       |[BLOB[]]                             |
|CATALOGO                           |3        |ACTIVE                                |NUMBER         |22         |1             |0         |Y       |"1"                                  |
|CATALOGO                           |4        |FECHA_REGISTRO                        |DATE           |7          |              |          |Y       |"SYSDATE"                            |
|CATALOGO                           |5        |USUARIO_REGISTRO                      |VARCHAR2       |50         |              |          |Y       |[BLOB[]]                             |
|CATALOGO                           |6        |FECHA_MODIFICACION                    |DATE           |7          |              |          |Y       |"SYSDATE"                            |
|CATALOGO                           |7        |USUARIO_MODIFICACION                  |VARCHAR2       |50         |              |          |Y       |[BLOB[]]                             |
|CATALOGO_ITEM                      |1        |ID_CATALOGO_ITEM                      |NUMBER         |22         |10            |0         |N       |[BLOB[]]                             |
|CATALOGO_ITEM                      |2        |ID_CATALOGO                           |NUMBER         |22         |10            |0         |N       |[BLOB[]]                             |
|CATALOGO_ITEM                      |3        |DESCRIPCION                           |VARCHAR2       |200        |              |          |Y       |[BLOB[]]                             |
|CATALOGO_ITEM                      |4        |ACTIVE                                |NUMBER         |22         |1             |0         |Y       |"1"                                  |
|CATALOGO_ITEM                      |5        |FECHA_REGISTRO                        |DATE           |7          |              |          |Y       |"SYSDATE"                            |
|CATALOGO_ITEM                      |6        |USUARIO_REGISTRO                      |VARCHAR2       |50         |              |          |Y       |[BLOB[]]                             |
|CATALOGO_ITEM                      |7        |FECHA_MODIFICACION                    |DATE           |7          |              |          |Y       |"SYSDATE"                            |
|CATALOGO_ITEM                      |8        |USUARIO_MODIFICACION                  |VARCHAR2       |50         |              |          |Y       |[BLOB[]]                             |
|CATALOGO_ITEM                      |9        |MODULO                                |VARCHAR2       |100        |              |          |Y       |[BLOB[]]                             |
|CATALOGO_ITEM                      |10       |ORDEN                                 |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|CATALOGO_ITEM                      |11       |DESCRIPCION2                          |VARCHAR2       |100        |              |          |Y       |[BLOB[]]                             |
|DEPARTAMENTO                       |1        |ID_DEPARTAMENTO                       |NUMBER         |22         |10            |0         |N       |[BLOB[]]                             |
